_id,project_title,project_job_number,bb_encore_clients.name,client_project_number,accreditationISbb_encore_accreditation_typesID,client_contact_1ISbb_encore_client_contactsID,client_contact_2ISbb_encore_client_contactsID,client_contact_3ISbb_encore_client_contactsID,client_contact_4ISbb_encore_client_contactsID,client_contact_preferred_email_recipient_numberNUM,client_contact_email_listISsmallplaintextbox,project_detailISsmallplaintextbox,internal_notesISsmallplaintextbox,external_notesISsmallplaintextbox,feedback_service_commentsISsmallplaintextbox,feedback_continuous_improvementISsmallplaintextbox,feedback_positive_aspectsISsmallplaintextbox,main_supplierISbb_encore_suppliersID,main_supplier_notesISsmallplaintextbox,main_supplier2ISbb_encore_suppliersID,main_supplier2_notesISsmallplaintextbox,main_supplier3ISbb_encore_suppliersID,main_supplier3_notesISsmallplaintextbox,site_address1,site_address2,site_address3,site_city,site_postcode,services_start_date,project_end_date,project_length,project_budget,floor_area_m2NUM,forecast_adjust_percentNUM,Senior_Project_ManagerISbb_encore_client_contactsID,Project_ManagerISbb_encore_client_contactsID,Shell_And_Core_Contractor,Contracts_Manager,Contracts_Manager_Contact_DetailsISsmallplaintextbox,Contracts_Manager_Email_Address,Strip_Out_ProjectYN,Strip_Out_Contractor,Strip_Out_Contact,Strip_Out_Contact_DetailsISsmallplaintextbox,Strip_Out_Contact_Email_Address,Document_Controller,Document_Controller_Contact_DetailsISsmallplaintextbox,Document_Controller_Email_Address,Waste_Contractor,Waste_CoordinatorISbb_usersID_IN_Staff,encore_operations_managerISbb_usersID_IN_Staff,encore_operations_directorISbb_usersID_IN_Staff,considerate_constructor_schemeYN,BREEAM_Assessor,BREEAM_Assessor_AddressISsmallplaintextbox,BREEAM_Assessor_Contact_DetailsISsmallplaintextbox,BREEAM_rating_Target,BREEAM_dashboard_targetNUM,SKA_Assessor,SKA_Assessor_Contact_DetailsISsmallplaintextbox,SKA_rating_Target,PCEA_requiredYN,PCEA_sent_date,waste_min_opt_demolitISLIST_Client_Encore_Both_Other,waste_min_opt_purchISLIST_Client_Encore_Both_Other,waste_min_opt_storageISLIST_Client_Encore_Both_Other,waste_min_opt_handlingISLIST_Client_Encore_Both_Other,waste_min_opt_materialsISLIST_Client_Encore_Both_Other,waste_min_opt_material_suppISLIST_Client_Encore_Both_Other,waste_min_opt_proj_natureISLIST_Client_Encore_Both_Other,remp_additional_pdf01ISfile,override_client_color,procurement_sheetISfile,rate_cardISfile,send_automated_emailsYN,uninvoiced_total_thresholdNUM,non_remp_projectYN,archive_projectYN,_apikey,_deleted,_authorid,_dateadded,_modifierid,_datemodified
942,"Simpson Studio- Effie Road",SIM0001,"Simpson Studio",2010_Wagworks,,1228,,,,,,"Strip out and fit out of the existing ground floor and basement commercial unit to serve as a new Dog Day Care facility.",,,,,,,,,,,,"25 Effie Road",,Fulham,London,"SW6 1EL","2021-01-01 00:00:00","2021-05-01 00:00:00","18 weeks",,450.00000000,,1228,1228,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Client,Client,,,,,0,1000.00000000,1,0,96531fce227123a99fd3cb4f0555bb9b,0,9,"2020-09-04 07:49:14",9,"2020-09-15 14:44:16"
943,"PAYE- Reculver Roman Fort",PAY0001,"PAYE Stonework and Restoration","S8780-20069/AT, Reculver Roman Fort",,1231,,,,,,"The Towers date back to the 12th century, most of the site has been lost over the years due to coastal erosion, but ruined remains of the early fort that remains is the focus of the project. 
The scope of the project is the removal of vegetation from the castle walls, repointing and repairs to mortar and replacement of stones, rebuild sections of wall head. Repoint and consolidate areas of deep open mortar joints.. De vegetate and conserve remains of South gate which are currently completely overgrown and cannot be viewed",,,,,,1831,"8YD mixed, £205.00",,,,,"Reculver Roman Fort","Reculver Court","Herne Bay",,"CT6 6SS","2020-07-20 00:00:00","2020-10-30 00:00:00","15 Weeks","187,766",2700.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/943/Procurement - Reculver Castle.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/943/Rate Card- Reculver Castle.pdf",1,1000.00000000,0,0,aafe084118a5321b217caebb8a584056,0,9,"2020-09-08 08:02:30",32,"2020-10-26 11:25:38"
944,"Cobra- 42 Grosvenor Gardens",COB0011,"Cobra Projects","Cobra- 42 Grosvenor Gardens",,1232,,,,,,,,,,,,1767,"Large cage, mixed. £208.33",,,,,"42 Grosvenor Gardens",,,London,"SW1W 0EB",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,1,1,992ee763735474ef62e0c6dff45850ac,0,9,"2020-09-08 12:01:08",32,"2020-09-25 11:48:04"
945,"800 Group - Clarendon Road",GRO0014,"800 Group","Clarendon Road",,1154,,,,,,,,"All services must be completed between 8AM-3PM weekday, service must be loaded and off site prior to 3PM.",,,,1767,,,,,,"45 Clarendon Road",,,London,"W11 4JD","2020-09-10 00:00:00","2020-10-07 00:00:00","5 Weeks",,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,1,0102499963d6c2fb832ad63e42d4f0fe,0,20,"2020-09-10 09:44:12",32,"2020-12-09 13:51:41"
946,"Make One Group- KOKO demo",MAK0001,"Make One Group",,,779,,,,,,,,,,,,,,,,,,KOKO,"1A Camden High Street","via Bayham Street",London,"NW1 7JE",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,,,,,,,,,,,,0,1000.00000000,1,1,92fd34c85d17a76acad3220cc8b4061c,0,9,"2020-09-11 10:39:20",9,"2020-09-11 16:18:21"
947,"Overbury Central- University of Wolverhampton (ToW), Telford",OVETCL011611,"Overbury Central","220715, University of Wolverhampton, ToW, Telford",,702,1163,1022,,,,"Refurbishment of an existing building including new ceilings, M&E kit, mezzanine floor and the creation of teaching labs and classrooms",,,,,,206,"12YD enclosed, mixed- £229.00
12YD enclosed, plasterboard £100.00 transport, £115.00 per T. Min 1T.",,,,,"University of Telford","Shifnall Road",,Telford,"TF2 9NN","2020-09-21 00:00:00","2021-02-21 00:00:00","22 weeks","240,000",1400.00000000,,,702,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,1,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/947/University Of Wolverhampton.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/947/Rate Card- University of Wolverhampton.pdf",1,1000.00000000,0,0,85e671ec4754de26127b729f24524520,0,9,"2020-09-16 09:46:59",32,"2020-11-11 11:45:55"
948,"Overbury North- Atlantic Pavilion, Liverpool",OVETCL011612,"Overbury North","ND0270, Atlantic Pavilion, Liverpool",,1037,,,,,,"2nd floor fit out consisting of open plan office space including break out area meeting room and toilet refurbishment",,,,,,25,"8YD enclosed, mixed- £320.00
8YD enclosed, plasterboard",846,"8YD enclosed, plasterboard- £150.00 Transport, £90.00 per Tonne. Min of 2 Tonnes",,,"Atlantic Pavilion","Albert Dock",,Liverpool,"L3 4AB","2020-09-21 00:00:00","2020-11-30 00:00:00","10 weeks",1200000,1793.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/948/Rate Card-Liverpool.pdf",1,1000.00000000,0,1,b75ab8ea3f3fcadcd7b20f54788fae12,0,9,"2020-09-16 13:27:04",32,"2020-12-09 12:16:38"
949,"Overbury - Private Danny",OVETCL011613,"Overbury Central","Overbury - Private Danny",,1233,,,,,,,,,,,,121,"8YD Mixed Waste Construction £173.00",,,,,"6 Spyglass Hill",,,Northampton,"NN4 0US","2020-09-25 00:00:00","2020-10-09 00:00:00","2 weeks",,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,,,,,,,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/949/Procurement Overbury Danny Parmar.xlsx",,1,1000.00000000,1,1,ede047911ee39cbaab0191eabb9979da,0,48,"2020-09-21 12:19:25",9,"2020-10-20 12:01:01"
950,"Cast- 51 Great Marlborough Street",CAS0001,"Cast Interiors",,,1234,1229,,,,,,,,,,,1767,"Small cage, mixed. £208.33",,,,,"51 Great Marlborough Street",,Soho,London,"W1F 7JT","2020-09-21 00:00:00",,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Client,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/950/Rate Card- Cast Interiors- London.pdf",1,1000.00000000,0,0,ce0607dd2708260a1c97e54046cd7563,0,9,"2020-09-21 13:12:14",32,"2020-10-29 16:22:59"
951,"CAPS Bury New Road, Salford",CAP0007,"Caps Group Limited","CAPS Bury New Road, Salford",,174,1235,1249,,,,"The works comprise of internal replacement and modifications to counter and kitchen units in an existing coffee shop. Installing stock shelving and BOH furniture, patching the vinyl flooring, Electrical modifications, plumbing modifications and removal of wooden units and installation of stainless steel units.",,"Skip must be placed in car park bay as close to corner the car park area as possible, next to the bin store. Please not that a shipping container will also need to fit next to the skip.
Please speak to Lee on site to ensure delivered in the correct location.",,,,988,,99,,,,"Tim Hortons, Bury New Road",,,Salford,"M7 2YJ","2020-10-05 00:00:00","2020-10-09 00:00:00","5 Days","30,000",50.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",32,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/951/Procurement- CAPS Salford.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/951/Rate Card- CAPS- Salford.pdf",1,1000.00000000,0,1,533d43f7244ac956cc1f989d5a20e2c8,0,48,"2020-09-21 14:02:36",32,"2020-11-11 14:46:44"
952,"Cast- 70 St Mary Axe",CAS0002,"Cast Interiors","70 St Mary Axe",,1236,,,,,,,,,,,,1767,"Small caged vehicle, mixed= £208.33",,,,,"70 St Mary Axe",,,London,"EC3A 8BE","2020-10-19 00:00:00",,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/952/Rate Card- Cast Interiors- London.pdf",1,1000.00000000,0,0,812aa48bb436dcdf49baa62269770449,0,9,"2020-09-22 08:10:13",32,"2020-10-29 16:19:11"
953,"Cast- Gracechurch Street",CAS0003,"Cast Interiors","Gracechurch Street",,1237,,,,,,"This project consists of a speculative Cat B fit out on the third floor of 52-54 Gracechurch Street, London, EC3V 0EH, for Marcol International Asset Management. This consists of 1no meeting room, slatted divider, tea point, breakout space and workstation areas. The existing Cat A raised access flooring and high level services will be adapted, modified and added to as required to suit the new office space layout.",,,,,,,,,,,,"52-54 Gracechurch Street",,,London,"EC3V 0EH","2020-09-01 00:00:00","2020-09-28 00:00:00","4 weeks",,200.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/953/Rate Card- Cast Interiors- London.pdf",1,1000.00000000,0,1,bd0892e1e21e94bcac1e17fc7ddfac2a,0,9,"2020-09-22 08:20:31",32,"2020-11-11 14:21:56"
954,"Michael Brady- Private Berrill Street, Wellingborough",MIC0007,OTHER,,,969,,,,,,,,,,,,1814,,,,,,"37 Berrill Street",,Irchester,Wellingborough,"NN29 7DT",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,,,,,,,,,,,,1,0.01000000,1,1,fb8dfb9aa7aab2f97a2132d4e3e18786,0,20,"2020-09-24 13:07:40",9,"2020-11-10 13:28:16"
955,"Project 7- Site Office, Hippodrome",PRO0026,"Project7 Construction Ltd",Hippodrome,,1079,,,,,,,,,,,,78,,,,,,"22 Charing Cross Rd","Covent Garden,",,London,"WC2H 0HS",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,0.01000000,1,1,0ff50f9e1a826beec696fa8153d6ad7f,0,32,"2020-09-24 15:04:02",32,"2020-10-12 10:38:31"
956,"Interserve Construction (Paragon Div)- Minster Court 2020",INTRAFH011670,"Interserve Construction Ltd ( Paragon Div )","4203, Minster Court",,69,,,,,,"Fit out from Cat A to Cat B half of 2nd floor Minster Court",,"All services attending this site on the large cage must have a tail lift.",,,,357,,,,,,"The Minster Building","21 Mincing Lane (please use Mark Lane for access to the loading bay)",,London,"EC3R 7DD","2020-09-14 00:00:00","2020-12-02 00:00:00","12 weeks",1032223.7,1394.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,1,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,1,0,579b2f8d54b1c2b09192e50f4dd8d9d7,0,9,"2020-09-24 16:56:17",9,"2020-12-04 08:48:28"
957,"PAYE - Bishops Waltham Abbey",PAY0002,"PAYE Stonework and Restoration","S8964-C0908/RK- Bishops Waltham Abbey",,1243,,,,,,,,,,,,1806,"8YD Mixed Waste Construction £245",,,,,"Bishops Waltham Abbey","Winchester Road",,Southampton,"SO32 1DH","2020-09-29 00:00:00",,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",32,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/957/Procurement - Bishops Waltam.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/957/Rate Card - Bishops Waltham .pdf",1,1000.00000000,0,0,436405d848f24b53df2dda25812e0c81,0,48,"2020-09-25 13:11:36",32,"2020-10-29 16:39:32"
958,"Latitude- Pages Corner, Worthing",LAT0002,"Latitude Contract Interiors Ltd","Pages Corner, Worthing",,1247,1246,1215,,,,,,,,,,1772,"40YD mixed, 130.00 transport, 160.00 per T. Min 2T.",,,,,"Pages Corner","Ham Road",,Worthing,"BN11 2QL","2020-09-29 00:00:00","2020-10-01 00:00:00","3 Days",,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,1,1,5f281ebc636a2a35818a119593864d8b,0,9,"2020-09-25 16:38:55",9,"2020-11-11 10:52:36"
959,"Overbury Central- Northants Police, Wellingborough",OVETCL011614,"Overbury Central","220728- Northants Police, Wellingborough",,1088,990,,,,,"Internal CAT A & B fit out of 2 floors of an existing building consisting of meeting rooms, tea points and showers block.",,"Site hours are 7.30AM to 3.00PM",,,,26,"16YD, Mixed Construction Waste- £226.66
14YD enclosed, Mixed Construction Waste- £243.33 all in. 
14YD enclosed, Plasterboard- £243.33 all in. Quoted by Michelle over the phone 11.15AM, 05.11.20",1835,,,,"10- 14 Darby Close","Park Farm Industrial Estate",Wellingborough,,"NN8 6GS","2020-09-25 00:00:00","2021-03-05 00:00:00","22 weeks","4,000,000",6503.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",32,,15,1,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/959/Rate Card- Overbury, Northants Police, Wellingborough.pdf",1,1000.00000000,0,0,65d30c46e2935b996f9ba5c14610a9f5,0,32,"2020-09-28 13:11:31",32,"2020-11-16 13:55:48"
960,"J&I Chasers- Amundi, 77 Coleman Street",JIC0002,"J & I Chasers Ltd","J&I Chasers- Amundi, 77 Coleman Street",,1216,,,,,,"New staircase opening between floors 4 and 5, new structural steel",,,,,,180,"8YD Hardcore- £180.00",,,,,"77 Coleman Street",,,London,"EC2R 5BN","2020-09-21 00:00:00","2020-10-14 00:00:00","3 Weeks",,800.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",32,,15,1,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/960/Rate Card- J&I Chasers- Amundi.pdf",1,1000.00000000,0,1,196cd77a04409cfc40936a4781e19f38,0,32,"2020-09-28 14:34:12",9,"2020-11-24 15:10:45"
961,"ISG- M&S, Two Rivers,  Staines-Upon- Thames",ISG0008,ISG,"MS106224- M&S, Two Rivers,  Staines-Upon- Thames",,1140,,,,,,"Fit out of new M&S, new vinyl flooring and some tiled / carpeted , new bakery section and fridge/freezer cases. Full new extract system and lighting and power. Various fixtures in timber and brickwork and full decorations",,,,,,396,"20YD RORO- Mixed Construction Waste- £150.00 Transport, £115.00 per Tonne. Min of 3 Tonnes.
As of 21st Oct the transport cost will be reduced to £120.00- agreed over an email with Simon.",193,,,,"Unit S1A, Two Rivers Retail Park","Mustard Mill Road",,"Staines- Upon-Thames","TW18 4WB","2020-10-05 00:00:00","2020-11-27 00:00:00","7 weeks",1200000,1800.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/961/Procurement- M&S Staines Upon Thames.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/961/Rate Card- ISG- M&S Staines Upon Thames.pdf",1,2000.00000000,0,0,15a7ecc7aa64ca3e9a96b89a707d1ffd,0,32,"2020-09-29 13:13:04",32,"2020-12-07 13:33:39"
962,"Private, Brendon Sharpe",ISG0009,OTHER,,,1140,,,,,,,,,,,,220,"16YD, Mixed Construction Waste- £345.00",,,,,"Summer place","Southsea Avenue",Minster,Sheppey,"ME12 2NH","2020-10-08 00:00:00","2020-11-05 00:00:00","4 weeks",,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",32,,15,0,,,,,,,,,0,,,,,,,,,,,,,1,0.01000000,1,0,776cb0f599d2e1fa02ee0de0863fe69d,0,32,"2020-09-30 16:33:56",9,"2020-10-09 16:17:59"
963,"Private- Mark Worrall",OTH0019,OTHER,,,883,,,,,,,,,,,,149,"8YD mixed, 200.00 incl. 30 minutes waiting time. No additional time permitted. LN.",,,,,"29 Brisbane Avenue",,,London,"SW19 3AF",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,1,1,247968e1d648cffd13354dcc3b6908cc,0,9,"2020-10-01 09:46:00",9,"2020-10-22 08:50:43"
964,"Spice Bazzar- Leicester",SPI0001,"Spice Bazzar Restaurant and Takeaway","Spice Bazzar- Leicester",,1251,,,,,,,,"Bin will be left on Greenhill road, outside the black gates for each empty. Please ensure it is returned to the same location.",,,,1835,"Speak to David.
Bakers cost- £12.95 incl. 70KG, 16p per KG after. 
Encore sell out- The cost would be £15.80 including 70KG, and then 20p per KG thereafter. This is for 1 x 1100 lite bin.",,,,,"Maa Restaurants Limtied","326 Welford Road",,Leicester,"LE2 6EH",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,1,0,f104d81f51e705f2cc54126b4f101c94,0,9,"2020-10-01 13:44:08",9,"2020-11-19 09:21:15"
965,"800 Group- 29 Queens Grove",GRO0015,"800 Group","29 Queens Grove",,1154,1281,,,,,,,"All services must be completed between 8AM-3PM weekday, service must be loaded and off site prior to 3PM.",,,,78,"Small cage, mixed. 220.00",,,,,"29 Queens Grove",,,London,"NW8 6HJ",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,0,30165b1bedd2c78a76846b19d98514fc,0,9,"2020-10-06 11:46:18",32,"2020-11-23 15:59:57"
966,"Milestone- Aldersbrook Primary School",MIL0006,"Milestone Contracting","Milestone- Aldersbrook Primary School",,1222,,,,,,,,,,,,180,"16YD, Mixed construction Waste- £300.00
12YD mixed, £260.00",231,"12YD mixed, £250.00",,,"Aldersbrook Primary School","Oldridge Road",Balham,London,"SW12 8PP","2020-10-10 00:00:00",,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/966/Rate Card- Milestone- Aldersbrook Primary School.pdf",1,0.01000000,0,0,06343e1404b0a181a319f4b1686790b4,0,32,"2020-10-06 13:08:28",9,"2020-12-10 11:54:53"
967,"800 Group- 17 Murray Mews",GRO0016,"800 Group","17 Murray Mews",,1154,,,,,,,,"All services must be completed between 8AM-3PM weekday, service must be loaded and off site prior to 3PM.",,,,,,,,,,"17 Murray Mews",,,London,"NW1 9RH",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,0,6c962a174f31a8203e78d2ac3426150f,0,9,"2020-10-07 08:21:31",32,"2020-11-23 15:59:41"
968,"Overbury Central- Solar Park, Solihull",OVETCL011615,"Overbury Central","220738, Solar Park, Solihull",,273,,,,,,,,,,,,984,"8YD enclosed, mixed. £182.00
8YD enclosed, plasterboard. £95.00 transport, £83.00 per T. Min 0.5Tonnes. 
8YD enclosed, metal. £95.00 + rebate.
8YD enclosed paper/cardboard. £95.00 transport, £65.00 per T. Min 0.5Tonnes.
8YD enclosed timber. £95.00 transport, £65.00 per T. Min 0.5Tonnes.
All of the above 5 service quotes were provided at 8AM over the phone by Jane on 09.10.20",,,,,"Unit 500, Solar Park","Highlands Road",Solihull,Birmingham,"B90 4SH",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/968/Solar Park, Solihull procurement.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/968/Rate Card- Overbury, Solar Park, Solihull.pdf",1,1000.00000000,0,0,2acefcbe41c4243c4e2906a34367acb5,0,9,"2020-10-09 08:20:07",9,"2020-10-22 08:05:17"
969,"ISG- Nationwide Building Society, Pinner",ISG0010,ISG,"ISG- Nationwide Building Society, Pinner",,1255,1254,1256,,,,"Refit of Nationwide Building Society branch.",,,,,,724,,907,"Collection of approx 200-300 carpet tiles. £170.00",,,"Nationwide Building Society","63 Bridge Street",,Pinner,"HA5 3JU","2020-10-05 00:00:00","2020-10-24 00:00:00","3 Weeks",,,,1254,1255,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Other,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/969/Procurement- ISG Nationwide, Pinner HA5.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/969/Rate Card- ISG- Nationwide Builsing Society, Pinner.pdf",1,1000.00000000,0,1,0945f972720bb7ca1a7b4ed3a0e6fca3,0,9,"2020-10-09 12:46:39",32,"2020-12-09 12:51:59"
970,"Michael Brady- Kensington Square demo",MIC0008,"Michael Brady Ltd",,,1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,,,,,,,,,,,,0,1000.00000000,1,1,bd7df06901636af600f718b94cdb592a,0,9,"2020-10-09 13:09:45",9,"2020-10-16 16:33:29"
971,"800 Group-Ideaworks, 206 Great Portland Street",GRO0017,"800 Group","800 Group-Ideaworks, 206 Great Portland Street",,1154,,,,,,,,"All services must be completed between 8AM-3PM weekday, service must be loaded and off site prior to 3PM.",,,,231,,,,,,Ideaworks,"206 Great Portland Street",,London,"W1W 5QJ",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,0,dcf74595dc4412f8de97a73ddf4a75d5,0,9,"2020-10-13 09:09:19",32,"2020-11-23 16:00:27"
972,"Private- Blind Lane",TGM0012,OTHER,"TGM Blind Lane (personal)",,1258,726,,,,,,,"Driver MUST call ahead 30 minutes prior to delivery for delivery instructions.",,,,193,"8YD mixed, £241.67- quoted by Clifton 13.10.20",,,,,"228 Blind Lane","Flackwell Heath",,Buckinghamshire,"HP10 9LE",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/972/Blind Lane, procurement.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/972/TGM- Blind Lane- Rate Card.pdf",1,1000.00000000,1,0,c302e508b7c031f376b169142c13c1f5,0,9,"2020-10-13 09:57:55",9,"2020-11-24 14:44:13"
973,"PAYE- Barkers, Derry Street",PAY0003,"PAYE Stonework and Restoration","PAYE- Barkers, Derry Street",,1259,1230,,,,,,,,,,,1767,,,,,,Barkers,"4 Derry Street",Kensington,London,"W8 5SE","2020-10-15 00:00:00",,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/973/Derry Street, London - Rate Card.pdf",1,1000.00000000,0,0,ef6b80cb6881fe70250c6eb8c3b8b0d6,0,32,"2020-10-13 11:29:31",32,"2020-11-17 16:00:04"
974,"TJM- Abington Street, Northampton",OTH0020,"TJM/MSA Properties Limited",,,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,,,,,,,,,,,,0,1000.00000000,1,0,e383f59ec0d3433ed61f1dbd9f948a7e,0,9,"2020-10-16 08:10:35",9,"2020-10-20 14:27:31"
975,"ISG- Nationwide Building Society Greenford",ISG0011,ISG,"ISG- Nationwide Building Society Greenford",,1265,,,,,,,,,,,,78,"8YD, Mixed Construction Waste- £200.00
12YD, Mixed Construction Waste- £255.00
Small Cage, Mixed Construction Waste- £200.00
Large Cage, Mixed Construction Waste- £250.00",907,"Removal from site back to Northampton, £170.00",,,"Nationwide Building Society Greenford","21 The Broadway",Greenford,,"UB6 9PF","2020-10-26 00:00:00","2020-11-08 00:00:00","2 Weeks",,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/975/Procurement- ISG Nationwide, Greenford, UB6.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/975/Rate Card- ISG- Nationwide Builsing Society, Greenford.pdf",1,0.01000000,0,1,696ec87dc52e0e7a66c891d645ec5a95,0,32,"2020-10-19 14:15:54",32,"2020-12-09 12:55:29"
